month,department,region,activity_volume,revenue,labour_cost,maintenance_cost,power_cost,other_cost,budgeted_cost,budgeted_revenue,total_cost,profit_margin,cost_per_unit,profit_margin_pct,revenue_variance,cost_variance,budgeted_profit,profit_variance,cost_variance_pct,profit_variance_pct,actual_rev_per_unit,actual_total_cost_per_unit,budgeted_revenue_per_cost,budgeted_cost_per_cost,budgeted_revenue_per_unit,revenue_efficiency_variance,budgeted_cost_per_unit,cost_efficiency_variance,revenue_volume_variance,cost_volume_variance,volume_bucket
2024-01,Sales,West,1360,126262.99199525878,34540.8727822925,11588.355669824576,6602.498625096621,5807.907599549661,59645.292297133725,125427.39859610522,58539.63467676336,0.5363674363192539,43.04384902703188,53.636743631925384,835.5933991535567,1105.6576203703662,65782.1062989715,-65781.56993153518,1.8537215223329522,-99.99918463018822,92.84043529063146,43.04384902703188,92.22602837948914,43.856832571421855,92.22602837948914,835.5933991535619,43.856832571421855,1105.657620370362,-5.229594535194337e-12,4.092726157978177e-12,Low
2024-01,Sales,Central,3419,442983.0100439276,80831.17155711337,52224.90150693505,31727.38763685217,23363.07750565591,183870.67201715917,431395.72017969686,188146.5382065565,0.5752736923524464,55.02969821777025,57.52736923524464,11587.289864230726,-4275.8661893973185,247525.04816253769,-247524.47288884534,-2.325474825587349,-99.99976758970593,129.5650804457232,55.02969821777025,126.17599303296194,53.77907926796115,126.17599303296194,11587.289864230735,53.77907926796115,-4275.866189397319,-9.094947017729282e-12,9.094947017729282e-13,Mid-High
2024-01,Sales,East,3885,453507.5115823871,105138.18935020492,31920.597766123803,27479.21953447294,21935.99128081515,185321.90512303935,452431.3562290793,186473.99793161682,0.5888182815738418,47.99845506605323,58.88182815738418,1076.1553533077822,-1152.092808577465,267109.4511060399,-267108.8622877583,-0.6216711444945295,-99.99977955917353,116.73295021425665,47.99845506605323,116.45594754931257,47.70190608057641,116.45594754931257,1076.155353307743,47.70190608057641,-1152.0928085774653,3.9108272176235914e-11,4.547473508864641e-13,Mid-High
2024-01,Operations,West,689,59489.94833751795,15122.720910497539,4567.182503984241,4709.316180150431,4045.6599578122823,30691.770768606482,61776.740762789486,28444.879552444494,0.5218540216061099,41.284295431704635,52.18540216061099,-2286.7924252715384,2246.8912161619883,31084.969994183004,-31084.4481401614,7.320826266760252,-99.99832120146263,86.34245041729746,41.284295431704635,89.66145248590637,44.545385730923776,89.66145248590637,-2286.792425271539,44.545385730923776,2246.8912161619883,4.547473508864641e-13,0.0,Low
2024-01,Operations,Central,3388,286467.6357923889,84183.17402197637,33686.94457883812,20173.012928559638,16694.42460878979,149267.7099648851,297625.63426945056,154737.55613816393,0.45984279965815555,45.67224207147696,45.98427996581555,-11157.998477061687,-5469.846173278813,148357.92430456544,-148357.46446176578,-3.664453735215461,-99.9996900450031,84.55361150896957,45.67224207147696,87.8469994892121,44.05776563308297,87.8469994892121,-11157.998477061685,44.05776563308297,-5469.846173278824,-1.8189894035458565e-12,1.0913936421275139e-11,Mid-High
2024-01,Operations,East,1978,242700.1372365817,67952.00703336735,15080.300625710695,12026.52727338978,12361.728900400498,114220.73793031182,243979.23095592792,107420.56383286831,0.5573938892001705,54.30766624513059,55.73938892001705,-1279.093719346216,6800.174097443509,129758.4930256161,-129757.9356317269,5.95353717780428,-99.99957043745175,122.69976604478347,54.30766624513059,123.34642616578762,57.745570237771396,123.34642616578762,-1279.093719346201,57.745570237771396,6800.174097443513,-1.5006662579253316e-11,-4.547473508864641e-12,Mid-Low
2024-01,Finance,West,3113,368173.63697169407,74438.2791190556,43396.96676149936,25314.382644800786,35480.87001367244,193675.49196906408,378381.98638985225,178630.49853902817,0.5148199637315106,57.38210682268814,51.48199637315106,-10208.349418158177,15044.993430035916,184706.49442078816,-184705.97960082444,7.768145198484413,-99.99972127673944,118.26971955402958,57.38210682268814,121.54898374232324,62.21506327306909,121.54898374232324,-10208.349418158183,62.21506327306909,15044.993430035913,5.4569682106375694e-12,3.637978807091713e-12,Mid-High
2024-01,Finance,Central,3842,331159.17350184324,67396.83395904173,17606.378888166164,15321.581377587492,20969.20994082405,120166.25554588642,350278.9385422459,121294.00416561944,0.6337289923664328,31.57053726330542,63.37289923664328,-19119.76504040265,-1127.7486197330145,230112.68299635948,-230112.0492673671,-0.9384902730054486,-99.99972460058085,86.19447514363436,31.57053726330542,91.1709886887678,31.277005607987096,91.1709886887678,-19119.765040402686,31.277005607987096,-1127.748619733007,3.637978807091713e-11,-7.503331289626658e-12,Mid-High
2024-01,Finance,East,4493,663022.446687644,167641.32025870617,45960.678040768464,29712.47263266164,33095.439285153545,263237.7233739435,666365.5334902459,276409.9102172898,0.5831062559070356,61.520122461003744,58.31062559070356,-3343.0868026019307,-13172.186843346339,403127.81011630245,-403127.22701004654,-5.003913069341712,-99.99985535449521,147.56787150848965,61.520122461003744,148.3119371222448,58.5884093865888,148.3119371222448,-3343.0868026019716,58.5884093865888,-13172.186843346342,4.092726157978177e-11,3.637978807091713e-12,High
2024-01,IT,West,2527,254075.12322587374,46162.802103617294,16240.219743791138,16658.968411793558,22208.841798867197,105412.20108115968,271966.8683454069,101270.8320580692,0.6014138229186687,40.07551723706735,60.141382291866876,-17891.745119533152,4141.36902309049,166554.6672642472,-166554.0658504243,3.928737831687946,-99.99963890905444,100.54417223026266,40.07551723706735,107.62440377736719,41.71436528736038,107.62440377736719,-17891.745119533152,41.71436528736038,4141.369023090481,0.0,9.094947017729282e-12,Mid-Low
2024-01,IT,Central,3599,505361.6460808383,128764.01237927223,36973.704240752224,16766.84700856152,29643.978123489607,211889.18979998233,528026.511082634,212148.5417520756,0.5802045062237666,58.94652452127691,58.020450622376664,-22664.865001795697,-259.35195209327503,316137.3212826516,-316136.7410781454,-0.12239980356623963,-99.9998164707337,140.41723981129155,58.94652452127691,146.71478496322143,58.87446229507706,146.71478496322143,-22664.865001795642,58.87446229507706,-259.35195209327543,-5.4569682106375694e-11,3.979039320256561e-13,Mid-High
2024-01,IT,East,3273,465109.3114516622,110075.4631052119,27149.17338931921,30540.1189376386,39835.265065561965,214698.19313089555,488469.76772774354,207600.02049773163,0.5536532694867214,63.428053925368665,55.36532694867214,-23360.456276081328,7098.172633163922,273771.574596848,-273771.0209435785,3.3061166140491745,-99.99979776816849,142.10489198034287,63.428053925368665,149.24221439894396,65.5967592822779,149.24221439894396,-23360.456276081357,65.5967592822779,7098.172633163928,2.9103830456733704e-11,-6.366462912410498e-12,Mid-High
2024-01,HR,West,1370,113477.58123673555,30103.28131816266,6554.732610732579,5897.069616138874,5912.539679670887,52556.57193149642,114816.4043803263,48467.623224705,0.572888118547465,35.37782717131752,57.2888118547465,-1338.823143590751,4088.9487067914233,62259.83244882988,-62259.25956071133,7.780090208549111,-99.99907984314122,82.83035126769019,35.37782717131752,83.80759443819439,38.362461263866,83.80759443819439,-1338.8231435907476,38.362461263866,4088.948706791421,-3.410605131648481e-12,2.2737367544323206e-12,Low
2024-01,HR,Central,4691,603666.6172997475,118753.16084571242,55723.99249999467,34404.20079226669,31501.541650412826,262360.63173823943,620480.2481832203,240382.89578838664,0.6017952808726779,51.2434226792553,60.179528087267784,-16813.63088347274,21977.735949852795,358119.61644498084,-358119.01464969997,8.376918367760398,-99.99983195690677,128.68612604982894,51.2434226792553,132.27035774530384,55.9285081514047,132.27035774530384,-16813.630883472746,55.9285081514047,21977.735949852817,7.275957614183426e-12,-2.1827872842550278e-11,High
2024-01,HR,East,3814,348162.85927107406,101511.65781645676,37103.168102459815,21471.268925117634,32131.127020151773,205778.30285768193,339199.0957778179,192217.221864186,0.44791003191259776,50.397803320447295,44.791003191259776,8963.763493256178,13561.08099349594,133420.79292013595,-133420.34501010404,6.590141334227496,-99.99966428768552,91.2854901077803,50.397803320447295,88.93526370682169,53.95340924427948,88.93526370682169,8963.76349325617,53.95340924427948,13561.080993495943,7.275957614183426e-12,-3.637978807091713e-12,Mid-High
2024-01,Supply Chain,West,2481,292147.5671534911,80893.56332201458,32932.74088307861,13409.624092574037,13614.986806818866,138624.10078354014,293761.3939725474,140850.9151044861,0.5178775011654141,56.77183196472636,51.78775011654141,-1613.8268190562958,-2226.8143209459668,155137.29318900724,-155136.77531150606,-1.6063688120315458,-99.99966618116733,117.75395693409556,56.77183196472636,118.40443126664546,55.8742848784926,118.40443126664546,-1613.8268190563142,55.8742848784926,-2226.8143209459517,1.8417267710901797e-11,-1.5006662579253316e-11,Mid-Low
2024-01,Supply Chain,Central,3175,332358.4283202691,71980.11149079364,20448.654655515937,18846.208849913422,22962.57676981673,141468.3118492046,327380.896682334,134237.55176603975,0.5961060700507195,42.2795438633196,59.61060700507195,4977.531637935084,7230.760083164845,185912.58483312943,-185911.98872705936,5.111222427586705,-99.9996793621741,104.67981994339185,42.2795438633196,103.1120934432548,44.55694861392271,103.1120934432548,4977.531637935107,44.55694861392271,7230.760083164855,-2.2737367544323206e-11,-1.000444171950221e-11,Mid-High
2024-01,Supply Chain,East,1163,169802.2789955182,37150.08155141221,14656.542042322688,11062.779439738433,10496.799271475022,80392.28632128546,182557.5117779938,73366.20230494835,0.5679315805479572,63.083578938046735,56.793158054795725,-12755.232782475592,7026.084016337103,102165.22545670833,-102164.65752512778,8.739748970762644,-99.99944410480376,146.00367927387634,63.083578938046735,156.97120531211849,69.12492375003049,156.97120531211849,-12755.23278247561,69.12492375003049,7026.084016337108,1.8189894035458565e-11,-4.547473508864641e-12,Low
2024-02,Sales,West,4081,525393.2416221424,139477.44199028783,31715.933133013274,41972.102635539886,29425.626178485796,265999.2637790325,527197.8684920487,242591.1039373268,0.5382675590033646,59.444034289960015,53.826755900336465,-1804.626869906322,23408.159841705696,261198.6047130162,-261198.0664454572,8.800084447282915,-99.99979392402973,128.7412990987852,59.444034289960015,129.18350122324154,65.17992251385262,129.18350122324154,-1804.6268699063394,65.17992251385262,23408.159841705707,1.7280399333685637e-11,-1.0913936421275139e-11,High
2024-02,Sales,Central,1354,134730.11188034603,38935.911870468946,8995.83961724529,5017.988472797327,9345.845984354257,68391.05753396898,132233.18368188507,62295.58594486582,0.5376268521160985,46.00855682781818,53.76268521160985,2496.928198460955,6095.471589103159,63842.12614791609,-63841.588521063975,8.912673394581763,-99.99915788072147,99.5052524965628,46.00855682781818,97.66114009001852,50.51038222597414,97.66114009001852,2496.9281984609597,50.51038222597414,6095.471589103167,-4.547473508864641e-12,-8.185452315956354e-12,Low
2024-02,Sales,East,4010,534586.6260227711,111470.13502720697,53979.96175847109,25868.195982106663,41664.7994764037,243474.19428822494,545091.6322084649,232983.09224418842,0.5641808438465045,58.10052175665547,56.41808438465045,-10505.006185693783,10491.102044036525,301617.43792024,-301616.87373939616,4.308917450042837,-99.99981294820097,133.31337307301024,58.10052175665547,135.93307536370696,60.716756680355346,135.93307536370696,-10505.006185693856,60.716756680355346,10491.10204403651,7.275957614183426e-11,1.4551915228366852e-11,High
2024-02,Operations,West,1108,100329.65270995871,24177.826301155226,9903.228643450891,7315.831620673548,5975.386733795755,46568.65749866413,104588.59020432703,47372.27329907542,0.5278337757629529,42.754759295194425,52.78337757629529,-4258.9374943683215,-803.6158004112949,58019.932705662904,-58019.40487188714,-1.72565807900807,-99.99909025441576,90.55022807758006,42.754759295194425,94.39403448043956,42.02947427677268,94.39403448043956,-4258.937494368325,42.02947427677268,-803.615800411292,3.637978807091713e-12,-2.9558577807620168e-12,Low
2024-02,Operations,Central,646,67446.675945332,12918.816311160086,7812.795546001927,3364.1458419210007,4793.103491370377,31074.491776040246,69998.83895530894,28888.86119045339,0.5716785032687323,44.71959936602692,57.16785032687323,-2552.163009976939,2185.630585586856,38924.34717926869,-38923.77550076542,7.033519973034828,-99.99853130869315,104.40661911042105,44.71959936602692,108.35733584413148,48.10292844588273,108.35733584413148,-2552.163009976942,48.10292844588273,2185.630585586855,2.7284841053187847e-12,9.094947017729282e-13,Low
2024-02,Operations,East,4561,587023.0851789044,121763.85200178158,36540.33493392269,46438.46710868207,41677.555095640004,243740.2356547545,633699.0405788225,246420.20914002633,0.5802205818448758,54.027671374704305,58.02205818448758,-46675.95539991814,-2679.9734852718248,389958.804924068,-389958.22470348614,-1.0995203471731558,-99.99985120977536,128.70490795415574,54.027671374704305,138.93861885087097,53.44008674736999,138.93861885087097,-46675.95539991813,53.44008674736999,-2679.973485271814,-7.275957614183426e-12,-1.0913936421275139e-11,High
2024-02,Finance,West,4223,502877.1278207941,143780.7985085394,31786.610595985327,22098.215075776643,41246.721151842445,257308.39794459843,533714.6384795224,238912.3453321438,0.5249091038054073,56.574081300531326,52.49091038054073,-30837.510658728308,18396.05261245463,276406.24053492397,-276405.71562582016,7.149417881189995,-99.99981009506051,119.08054175249683,56.574081300531326,126.38281754191864,60.93023867975336,126.38281754191864,-30837.510658728315,60.93023867975336,18396.052612454645,7.275957614183426e-12,-1.4551915228366852e-11,High
2024-02,Finance,Central,3691,524653.1604168692,148010.6448671764,60594.52799086821,36341.1675430447,42045.3345437299,297639.9251131927,523812.01530192175,286991.6749448192,0.4529878087138813,77.75444999859637,45.298780871388125,841.1451149474597,10648.250168373517,226172.09018872905,-226171.63720092035,3.5775610964570626,-99.9997997154254,142.1439069132672,77.75444999859637,141.9160160666274,80.63937282936676,141.9160160666274,841.1451149474312,80.63937282936676,10648.250168373519,2.8421709430404007e-11,-1.8189894035458565e-12,Mid-High
2024-02,Finance,East,598,88597.56820657758,18966.127228133635,6323.693091456914,4809.13692896772,5927.660043885112,39599.32719068537,86193.94124078297,36026.61729244338,0.5933678765489104,60.245179418801634,59.33678765489104,2403.6269657946104,3572.709898241992,46594.614050097596,-46594.020682221046,9.022147980035307,-99.99872653119111,148.1564685728722,60.245179418801634,144.13702548625915,66.21961068676484,144.13702548625915,2403.626965794605,66.21961068676484,3572.709898241996,5.4569682106375694e-12,-4.092726157978177e-12,Low
2024-02,IT,West,4993,513170.4485036457,138339.96023088018,48994.59085685708,37184.93137726402,40774.86811315864,274644.9923267317,493761.17201903963,265294.3505781599,0.4830287843898026,53.13325667497695,48.302878438980265,19409.27648460609,9350.641748571768,219116.17969230795,-219115.69666352356,3.4046285240284915,-99.99977955585705,102.77797887114875,53.13325667497695,98.89068135770871,55.0060068749713,98.89068135770871,19409.27648460608,55.0060068749713,9350.641748571788,7.275957614183426e-12,-2.000888343900442e-11,High
2024-02,IT,Central,3946,384862.5635352344,96517.56622196447,45614.87321710542,20912.318544488786,36317.91267686123,202384.8402515986,383134.6049035545,199362.6706604199,0.48198996330239813,50.522724445114015,48.198996330239815,1727.9586316799396,3022.169591178681,180749.7646519559,-180749.2826619926,1.4932786405452172,-99.99973333853893,97.53232730239088,50.522724445114015,97.09442597657235,51.288606247237354,97.09442597657235,1727.9586316799177,51.288606247237354,3022.169591178694,2.1827872842550278e-11,-1.318767317570746e-11,Mid-High
2024-02,IT,East,1459,204977.43342079344,42557.872275194524,17411.508116299607,12011.720635614534,17651.271094697036,85736.99994008656,221230.41519412893,89632.3721218057,0.562720780400243,61.43411386004503,56.2720780400243,-16252.981773335487,-3895.37218171914,135493.41525404237,-135492.85253326196,-4.543396881674475,-99.99958468772866,140.4917295550332,61.43411386004503,151.63153885821038,58.76422202884617,151.63153885821038,-16252.981773335496,58.76422202884617,-3895.3721817191376,9.094947017729282e-12,-2.2737367544323206e-12,Low
